URL,media,is_nyhed,type_article,date,countries
https://www.dr.dk/sporten/seneste-sport/gauff-tager-stor-sejr-og-takker-landskvinde-opbakningen,DR,0,sporten,2025-10-12,"Austria, Belgium, China, Croatia, Czechia, Denmark, Finland, France, Germany, Indonesia, Israel, Italy, Japan, New Zealand, Norway, Palestine, Poland, Portugal, Republic of Serbia, Russia, Slovenia, South Africa, Spain, Sweden, Taiwan, Thailand, Ukraine, United States of America"
https://www.dr.dk/nyheder/indland/evakuerede-beboere-i-odense-forventes-tilbage-fra-naeste-uge,DR,1,indland,2025-10-12,Denmark
https://www.dr.dk/nyheder/seneste/hovedvej-er-genaabnet-efter-demonstration-mod-faeldning-af-traeer,DR,1,seneste,2025-10-12,"Afghanistan, Austria, Cameroon, Denmark, Germany, India, Israel, Madagascar, New Zealand, Norway, Pakistan, Russia, Sudan, Sweden, Ukraine, United States of America"
https://www.dr.dk/nyheder/udland/billedserie-skuespiller-diane-keatons-er-doed,DR,1,udland,2025-10-12,NO_COUNTRIES
https://www.dr.dk/nyheder/indland/efter-dr-s-afsloeringer-organisationer-kraever-bedre-tilsyn-med-bosteder,DR,1,indland,2025-10-12,NO_COUNTRIES
https://www.dr.dk/nyheder/udland/eu/donald-trump-og-egyptens-praesident-forventes-bevaerte-fredstopmoede-i-morgen,DR,1,udland,2025-10-12,"Denmark, Egypt, France, Israel, Italy, Palestine, Qatar, Turkey, United Kingdom"
https://www.dr.dk/nyheder/udland/israelere-paa-gidselpladsen-netanyahu-skal-ud-hurtigst-muligt,DR,1,udland,2025-10-12,"Israel, Palestine"
https://www.dr.dk/nyheder/seneste/bybus-paakoerer-bygning-i-indre-koebenhavn-tre-personer-er-paa-skadestuen,DR,1,seneste,2025-10-12,NO_COUNTRIES
https://www.dr.dk/sporten/cykling/counter-strike-er-byttet-ud-med-cykling-jacob-har-faaet-wildcard-til-vm,DR,0,sporten,2025-10-12,"Denmark, Netherlands, Rwanda"
https://www.dr.dk/nyheder/indland/forsoeg-med-unge-kontrolkoebere-af-tobak-og-alkohol-forlaenges-aar,DR,1,indland,2025-10-12,Denmark
https://www.dr.dk/nyheder/indland/skoleleder-pauser-kan-mindske-skolevaegring-blandt-boern,DR,1,indland,2025-10-12,NO_COUNTRIES
https://www.dr.dk/nyheder/regionale/nordjylland/nye-regler-faar-bilister-til-stroemme-til-daekcentrene,DR,1,regionale,2025-10-12,NO_COUNTRIES
https://www.dr.dk/nyheder/indland/mange-flere-besoeger-landets-museer-saerligt-en-gruppe-skiller-sig-ud,DR,1,indland,2025-10-12,Denmark
https://www.dr.dk/nyheder/udland/derfor-ringede-nobelpris-modtager-straks-til-trump-og-takkede-ham,DR,1,udland,2025-10-12,"China, Russia, United States of America, Venezuela"
https://www.dr.dk/sporten/tennis/foerst-slog-han-djokovic-og-nu-moeder-han-sin-faetter-i-usandsynlig-finale,DR,0,sporten,2025-10-12,"Denmark, France, Monaco"
https://www.tagesschau.de/inland/innenpolitik/afd-brandner-bundestag-100.html,ARD,1,inland,2025-10-12,NO_COUNTRIES
https://www.tagesschau.de/newsticker/liveblog-nahost-sonntag-288.html,ARD,0,newsticker,2025-10-12,"Egypt, France, Germany, Israel, Pakistan, Palestine, Qatar, Turkey, United Kingdom, United States of America"
https://www.tagesschau.de/ausland/europa/spanien-grabstaette-franco-100.html,ARD,1,ausland,2025-10-12,"Canada, Spain"
https://www.tagesschau.de/wirtschaft/verbraucher/herbst-urlaub-trendsaison-100.html,ARD,1,wirtschaft,2025-10-12,"Egypt, Germany, Greece, Spain, Turkey"
https://www.tagesschau.de/ausland/europa/eu-ein-ausreise-100.html,ARD,1,ausland,2025-10-12,"Brazil, Canada, Germany, Iceland, Ireland, Israel, Liechtenstein, Northern Cyprus, Norway, South Korea, Switzerland, United Kingdom, United States of America"
https://www.tagesschau.de/wirtschaft/weltwirtschaft/zoelle-usa-mexiko-ciudad-juarez-100.html,ARD,1,wirtschaft,2025-10-12,"Canada, China, Honduras, Mexico, United States of America"
https://www.tagesschau.de/ausland/china-usa-handel-108.html,ARD,1,ausland,2025-10-12,"Australia, Brazil, China, India, Mongolia, United States of America"
https://www.tagesschau.de/inland/gesellschaft/krankheiten-bekaempfung-bundesregierung-100.html,ARD,1,inland,2025-10-12,Germany
https://www.tagesschau.de/inland/innenpolitik/kommunen-am-limit-100.html,ARD,1,inland,2025-10-12,Germany
https://www.tagesschau.de/kultur/diane-keaton-106.html,ARD,0,kultur,2025-10-12,NO_COUNTRIES
"https://www.sportschau.de/triathlon/lovseth-gewinnt-drama-rennen-von-hawaii,ironman-wm-frauen-hawaii-102.html",ARD,0,triathlon,2025-10-12,"Germany, Iceland, Norway, United Kingdom"
https://www.tagesschau.de/inland/gesellschaft/cybergrooming-internet-100.html,ARD,1,inland,2025-10-12,"Austria, Vietnam"
https://www.tagesschau.de/ausland/amerika/tennessee-explosion-munitionsfabrik-100.html,ARD,1,ausland,2025-10-12,NO_COUNTRIES
https://www.tagesschau.de/investigativ/wdr/sozialunternehmen-africa-greentec-sahelzone-solarstrom-100.html,ARD,0,investigativ,2025-10-12,"Bangladesh, Germany, Madagascar, Mali, Niger, Poland, Senegal, Turkey"
https://www.tagesschau.de/investigativ/swr/binnenschifffahrt-autopiloten-unfaelle-regulierung-100.html,ARD,0,investigativ,2025-10-12,Germany
https://www.tagesschau.de/faktenfinder/afd-union-migration-asyl-100.html,ARD,0,faktenfinder,2025-10-12,"Afghanistan, Czechia, France, Germany, Greece, Northern Cyprus, Norway, Poland, Spain, Switzerland, Syria"
https://www.tagesschau.de/faktenfinder/schleswig-holstein-feiertage-muslime-100.html,ARD,0,faktenfinder,2025-10-12,Germany
https://www.tagesschau.de/wissen/klima/wattenmeer-immer-bedrohter-100.html,ARD,0,wissen,2025-10-12,"Albania, Denmark, Germany, Romania, Ukraine"
https://www.tagesschau.de/wirtschaft/weltwirtschaft/china-usa-zoelle-122.html,ARD,1,wirtschaft,2025-10-12,"China, South Korea, United States of America"
https://www.tagesschau.de/wirtschaft/finanzen/marktberichte/marktbericht-boerse-dax-dow-aktie-vw-tesla-oelpreis-gold-100.html,ARD,1,wirtschaft,2025-10-12,"China, France, Germany, Ireland, Israel, South Korea, Ukraine, United Kingdom, United States of America"
https://www.tagesschau.de/kultur/taylor-swift-charts-100.html,ARD,0,kultur,2025-10-12,Germany
https://www.tagesschau.de/kultur/variete-stummfilm-weimarer-zeit-100.html,ARD,0,kultur,2025-10-12,United States of America
https://www.tagesschau.de/wetter/deutschland/wettervorhersage-deutschland-100.html,ARD,0,wetter,2025-10-12,NO_COUNTRIES
https://www.bbc.com/news/live/cx2r2z0gyp7t,BBC,1,news,2025-10-13,"Israel, Palestine"
https://www.bbc.com/news/articles/c709jxxrrvlo,BBC,1,news,2025-10-13,"Egypt, Israel, Palestine, Russia, Ukraine, United States of America"
https://www.bbc.com/news/articles/cpvl9k4mw8no,BBC,1,news,2025-10-13,"Argentina, Germany, Israel, Nepal, Palestine, Republic of Serbia, Russia, South Africa, Thailand, United Kingdom, United States of America"
https://www.bbc.com/news/articles/cg5e551j593o,BBC,1,news,2025-10-13,"Israel, Jordan, Palestine"
https://www.bbc.com/news/articles/ckgk21nng0vo,BBC,1,news,2025-10-13,"China, Netherlands, Russia, United Kingdom, United States of America"
https://www.bbc.com/news/articles/c93xpqgzkv0o,BBC,1,news,2025-10-13,"Russia, Ukraine, United Kingdom"
https://www.bbc.com/news/articles/c4gk1z818z2o,BBC,1,news,2025-10-13,United States of America
https://www.bbc.com/news/live/cd9kdl54x9lt,BBC,1,news,2025-10-13,NO_COUNTRIES
https://www.bbc.com/news/articles/cwy8y0rnw2eo,BBC,1,news,2025-10-13,NO_COUNTRIES
https://www.bbc.com/news/articles/c364n004wxzo,BBC,1,news,2025-10-13,"China, South Korea"
https://www.bbc.com/travel/article/20251010-spirit-island-the-stunning-canadian-island-you-cant-visit,BBC,0,travel,2025-10-13,"Canada, India, Lithuania, Taiwan, United Kingdom, United States of America"
https://www.bbc.com/future/article/20251009-the-liquid-air-alternative-to-fossil-fuels,BBC,0,future,2025-10-13,"Australia, Japan, United Kingdom"
https://www.bbc.com/news/articles/c4gze7ely6vo,BBC,1,news,2025-10-13,"Afghanistan, India, Russia"
https://www.bbc.com/news/articles/cm2z7gkd87lo,BBC,1,news,2025-10-13,India
https://www.bbc.com/news/live/cqxr3y3788pt,BBC,1,news,2025-10-13,Madagascar
https://www.bbc.com/news/articles/c3drdy5ry2do,BBC,1,news,2025-10-13,United Kingdom
https://www.bbc.com/news/articles/c1e3pjl5492o,BBC,1,news,2025-10-13,"France, Mexico"
https://www.bbc.com/news/articles/ce329z0qv91o,BBC,1,news,2025-10-13,"South Africa, United Kingdom"
https://www.bbc.com/news/articles/cj076ynnlpgo,BBC,1,news,2025-10-13,NO_COUNTRIES
https://www.bbc.com/news/articles/cp3d554053lo,BBC,1,news,2025-10-13,NO_COUNTRIES
https://www.bbc.com/news/articles/c87y79y8g4qo,BBC,1,news,2025-10-13,NO_COUNTRIES
https://www.bbc.com/news/articles/cj97lvp2xjgo,BBC,1,news,2025-10-13,Cameroon
https://www.bbc.com/news/articles/cr5en8325yno,BBC,1,news,2025-10-13,"South Africa, Zimbabwe"
https://www.bbc.com/news/articles/c4g92xq8wdlo,BBC,1,news,2025-10-13,"Argentina, Brazil, China, Paraguay, Taiwan, United States of America"
https://www.bbc.com/news/articles/cjr5epw8dweo,BBC,1,news,2025-10-13,United Kingdom
https://www.bbc.com/sport/football/articles/c4gpdk0yn09o,BBC,0,sport,2025-10-13,Latvia
https://www.bbc.com/sport/football/articles/c3rvr0z531eo,BBC,0,sport,2025-10-13,"Germany, Republic of Serbia, Spain, United Kingdom"
https://www.bbc.com/sport/rugby-union/articles/c8x1lgkjveno,BBC,0,sport,2025-10-13,"Australia, France, United Kingdom"
https://www.bbc.com/sport/cricket/live/cvgvjmdex02t,BBC,0,sport,2025-10-13,NO_COUNTRIES
https://www.bbc.com/news/articles/crkjyrm5g1yo,BBC,1,news,2025-10-13,NO_COUNTRIES
https://www.bbc.com/news/articles/cly0rl2w5z1o,BBC,1,news,2025-10-13,NO_COUNTRIES
https://www.bbc.com/culture/article/20251008-eight-uk-thatched-cottages-that-define-cosycore,BBC,0,culture,2025-10-13,"Belgium, China, Denmark, France, Germany, Ireland, Netherlands, Norway, Sweden, United Kingdom"
https://www.bbc.com/travel/article/20251006-chiles-carretera-austral-a-tough-lonely-drive-to-the-end-of-the-world,BBC,0,travel,2025-10-13,"Antarctica, Chile, Egypt, Greenland"
https://www.bbc.com/travel/article/20251007-a-new-trail-honouring-englands-overlooked-king,BBC,0,travel,2025-10-13,NO_COUNTRIES
https://www.dr.dk/nyheder/udland/overblik-20-israelske-gidsler-loesladt-nu-venter-de-palaestinensiske-fanger,DR,1,udland,2025-10-13,"Israel, Palestine"
https://www.dr.dk/nyheder/udland/eu/spionanklager-har-ramt-ungarn-og-landets-eu-kommissaer-er-endt-i-soegelyset,DR,1,udland,2025-10-13,"Belgium, Germany, Hungary"
https://www.dr.dk/nyheder/vejret/voldsom-spansk-regn-tre-dage-i-traek-nye-varsler-i-dag,DR,1,vejret,2025-10-13,Spain
https://www.dr.dk/sporten/sejlsport/dansker-tog-fire-aars-pause-men-selv-med-gammelmands-skavanker-er-han-blandt-verdens-bedste,DR,0,sporten,2025-10-13,Denmark
https://www.dr.dk/nyheder/indland/han-ruskede-i-branchen-og-skoed-gang-i-laksegate-og-har-faaet-flere-kunder,DR,1,indland,2025-10-13,Denmark
https://www.dr.dk/nyheder/indland/microsoft-udfaser-styresystem-paa-hundredtusinder-af-danske-pc-er,DR,1,indland,2025-10-13,"Denmark, Iceland, Liechtenstein, Norway"
https://www.dr.dk/nyheder/politik/kommunalvalg/hvorfor-er-aeldre-triste-og-skuffede-over-hjemmehjaelp-grafer-giver-et-svar,DR,1,politik,2025-10-13,Denmark
https://www.dr.dk/nyheder/politik/kommunalvalg/86-aarige-poul-kunne-ikke-faa-et-rigtigt-bad-af-hjemmehjaelpen-saa-traadte-datter-og-barnebarn-til,DR,1,politik,2025-10-13,Denmark
https://www.dr.dk/nyheder/politik/kommunalvalg/hvor-faar-aeldre-mindst-hjemmehjaelp-tjek-dit-omraade,DR,1,politik,2025-10-13,Denmark
https://www.dr.dk/nyheder/udland/dansker-i-estland-efter-nye-russiske-provokationer-ved-graense-selvfoelgelig-tager-vi-det-alvorligt,DR,1,udland,2025-10-13,"Denmark, Estonia, Latvia, Lithuania, Russia, Ukraine"
https://www.dr.dk/nyheder/udland/170-stjaalne-boeger-fra-biblioteker-over-hele-europa-traekker-traade-til-rusland,DR,1,udland,2025-10-13,"Belarus, Czechia, Estonia, Finland, France, Georgia, Germany, Latvia, Lithuania, Poland, Russia, Switzerland, Ukraine"
https://www.dr.dk/nyheder/udland/diane-keaton-spillede-hverken-paa-det-afklaedte-eller-sexede-alligevel-var-hun-en-man-begaerede,DR,1,udland,2025-10-13,NO_COUNTRIES
https://www.dr.dk/det-bedste-fra-dr/traekker-du-vejret-gennem-naesen-eller-munden-det-kan-have-stoerre-betydning-end,DR,0,det-bedste-fra-dr,2025-10-13,NO_COUNTRIES
https://www.dr.dk/nyheder/indland/cecilie-fik-stjaalet-baade-bil-og-hund-nu-er-de-genforenet,DR,1,indland,2025-10-13,NO_COUNTRIES
https://www.dr.dk/p3/hver-anden-uge-moedes-chris-med-andre-maend-i-et-broderskab-jeg-kan-graede-over-en-fremmed-mand,DR,0,p3,2025-10-13,NO_COUNTRIES
https://www.dr.dk/nyheder/indland/live-seneste-nyt-fra-kommunalvalget,DR,1,indland,2025-10-13,Denmark
https://www.dr.dk/nyheder/viden/klima/ny-rapport-det-er-saa-godt-som-uundgaaeligt-verdens-koralrev-kollapser,DR,1,viden,2025-10-13,"Brazil, Denmark"
https://www.dr.dk/nyheder/indland/efter-lokale-protester-fortsaetter-buslinje-gennem-flere-smaa-byer,DR,1,indland,2025-10-13,NO_COUNTRIES
https://www.dr.dk/sporten/karakterer-danskere-scorer-et-10-tal-efter-sejr-over-graekenland,DR,0,sporten,2025-10-13,"Belarus, Denmark, Greece, Hungary, Monaco"
https://www.dr.dk/sporten/fodbold/landsholdet/ingen-gik-sultne-i-seng-da-danmark-straffede-graekenland,DR,0,sporten,2025-10-13,"Belarus, Denmark, Greece"
https://www.dr.dk/nyheder/udland/efter-usaedvanligt-oktobervejr-paa-everest-monsunen-aendrer-sig-og-goer-vandresaeson-mere-risikabel,DR,1,udland,2025-10-13,"China, Denmark, Nepal"
https://www.dr.dk/nyheder/folk-staar-i-koe-blive-en-del-af-usa-s-berygtede-immigrationshaer,DR,1,folk-staar-i-koe-blive-en-del-af-usa-s-berygtede-immigrationshaer,2025-10-13,"Denmark, El Salvador, United States of America"
https://www.dr.dk/nyheder/kultur/psykolog-stoeder-ofte-paa-samme-ubalance-her-er-tre-saetninger-der-kan-hjaelpe-par-videre,DR,1,kultur,2025-10-13,NO_COUNTRIES
https://www.dr.dk/nyheder/udland/estland-lukker-passage-paa-grund-af-oeget-russisk-militaer-aktivitet,DR,1,udland,2025-10-13,"Denmark, Estonia, Latvia, Lithuania, Russia, United States of America"
https://www.dr.dk/nyheder/udland/netanyahu-kalder-loesladelse-af-gidsler-en-historisk-begivenhed,DR,1,udland,2025-10-13,"Israel, Palestine"
https://www.tagesschau.de/newsticker/liveblog-nahost-montag-298.html,ARD,0,newsticker,2025-10-13,"Egypt, France, Germany, Iran, Israel, Italy, Palestine, Qatar, Turkey, United Kingdom, United States of America"
https://www.tagesschau.de/ausland/asien/alle-geiseln-frei-israel-100.html,ARD,1,ausland,2025-10-13,"Egypt, Germany, Israel, Qatar, Turkey"
https://www.tagesschau.de/ausland/asien/interview-fuchs-geiselfreilassung-100.html,ARD,1,ausland,2025-10-13,"Egypt, Germany, Israel, Palestine, Qatar, Turkey, United States of America"
https://www.tagesschau.de/inland/innenpolitik/losverfahren-wehrdienst-debatte-100.html,ARD,1,inland,2025-10-13,Germany
https://www.tagesschau.de/wirtschaft/nobelpreis-auszeichung-wirtschaftswissenschaften-100.html,ARD,1,wirtschaft,2025-10-13,"Canada, France, Israel, Sweden, United Kingdom, United States of America"
https://www.tagesschau.de/wirtschaft/autoindustrie-krise-deutschland-kann-innovation-100.html,ARD,1,wirtschaft,2025-10-13,Germany
https://www.tagesschau.de/wirtschaft/unternehmen/insolvenzen-pleitewelle-100.html,ARD,1,wirtschaft,2025-10-13,"Germany, United States of America"
https://www.tagesschau.de/ausland/frankreich-regierungskrise-lecornu-102.html,ARD,1,ausland,2025-10-13,France
https://www.tagesschau.de/wissen/gesundheit/antibiotikaresistenzen-102.html,ARD,0,wissen,2025-10-13,Germany
https://www.tagesschau.de/antibiotika-resistenzen-who-krankenhauskeim-100.html,ARD,0,antibiotika,2025-10-13,Germany
https://www.tagesschau.de/wirtschaft/technologie/patente-deutschland-migration-100.html,ARD,1,wirtschaft,2025-10-13,"Czechia, Germany, India, Poland, Romania, Turkey, United States of America"
https://www.tagesschau.de/wissen/corona-grippe-102.html,ARD,0,wissen,2025-10-13,Germany
https://www.tagesschau.de/investigativ/swr/pfas-fische-nordsee-ostsee-100.html,ARD,0,investigativ,2025-10-13,"Denmark, Germany, Netherlands, Norway, Sweden"
https://www.tagesschau.de/inland/regional/badenwuerttemberg/cyberkriminalitaet-polizei-betrugs-websites-100.html,ARD,1,inland,2025-10-13,Germany
https://www.tagesschau.de/inland/klingbeil-infrastruktur-modernisierung-100.html,ARD,1,inland,2025-10-13,Germany
https://www.tagesschau.de/ausland/europa/selenskyj-trump-ukraine-100.html,ARD,1,ausland,2025-10-13,"Israel, Russia, Ukraine"
https://www.tagesschau.de/investigativ/ndr/gaza-spenden-betrug-100.html,ARD,0,investigativ,2025-10-13,"Australia, Egypt, Germany, Israel, Italy, Palestine"
https://www.tagesschau.de/wissen/klima/kipppunkte-risikozone-100.html,ARD,0,wissen,2025-10-13,"Antarctica, Brazil, Greenland"
https://www.tagesschau.de/wissen/gesundheit/sterblichkeit-weltweit-100.html,ARD,0,wissen,2025-10-13,United States of America
